,Date,Open,High,Low,Close,Volume
0,09/26/2005,7.995494842529297,8.031782150268555,7.821822166442871,7.864864826202393,395380224
1,09/27/2005,7.881631851196289,7.968217849731445,7.842341899871826,7.856356143951416,274649076
2,09/28/2005,7.863362789154053,7.885385036468506,7.647647857666016,7.657658100128174,319576104
3,09/29/2005,7.674674987792969,7.775775909423828,7.6596598625183105,7.748248100280762,224327448
4,09/30/2005,7.863362789154053,7.9454450607299805,7.815064907073975,7.919418811798096,365685948
5,10/03/2005,7.848598957061768,8.010761260986328,7.827578067779541,7.974975109100342,366045588
6,10/04/2005,8.006756782531738,8.040040016174316,7.776276111602783,7.782783031463623,365406228
7,10/05/2005,7.825075149536133,7.880380153656006,7.70770788192749,7.77552604675293,332802864
8,10/06/2005,7.861361026763916,7.869870185852051,7.760009765625,7.826577186584473,319432248
9,10/07/2005,7.877627849578857,7.924674987792969,7.771271228790283,7.832582950592041,270541188
10,10/10/2005,7.840590953826904,7.878377914428711,7.736485958099365,7.77402400970459,222665112
11,10/11/2005,7.7730231285095215,7.824073791503906,7.629128932952881,7.660160064697266,341362296
12,10/12/2005,7.637638092041016,7.687437057495117,7.482481956481934,7.531782150268555,371875752
13,10/13/2005,7.557558059692383,7.557558059692383,7.274273872375488,7.4434428215026855,422285292
14,10/14/2005,7.5050048828125,7.51326322555542,7.3208208084106445,7.4109110832214355,340423236
15,10/17/2005,7.444944858551025,7.637638092041016,7.371370792388916,7.632633209228516,302365332
16,10/18/2005,7.631631851196289,7.706707000732422,7.576076030731201,7.589590072631836,282828888
17,10/19/2005,7.607607841491699,7.754505157470703,7.606606960296631,7.72522497177124,280147572
18,10/20/2005,7.757507801055908,7.786036014556885,7.537787914276123,7.587587833404541,555911532
19,10/21/2005,8.653654098510742,8.669419288635254,8.333333015441895,8.506006240844727,914780304
20,10/24/2005,8.592843055725098,8.741241455078125,8.563312530517578,8.724974632263184,376890732
21,10/25/2005,8.653153419494629,8.693694114685059,8.580080032348633,8.68143081665039,274856868
22,10/26/2005,8.665665626525879,8.90890884399414,8.663413047790527,8.89489459991455,355943700
23,10/27/2005,8.923924446105957,8.936185836791992,8.800801277160645,8.835334777832031,205170624
24,10/28/2005,8.890641212463379,8.982732772827148,8.884384155273438,8.963212966918945,235903860
25,10/31/2005,9.0150146484375,9.378128051757812,8.996747016906738,9.312812805175781,573142284
26,11/01/2005,9.305806159973145,9.607107162475586,9.23448371887207,9.493993759155273,653589756
27,11/02/2005,9.552051544189453,9.634634971618652,9.438689231872559,9.50150203704834,422193384
28,11/03/2005,9.569820404052734,9.674174308776855,9.54404354095459,9.658408164978027,297638064
29,11/04/2005,9.759259223937988,9.80455493927002,9.645895957946777,9.77052116394043,352643004
30,11/07/2005,9.8873872756958,9.946697235107422,9.81356430053711,9.885636329650879,383276340
31,11/08/2005,9.86611557006836,9.899649620056152,9.724224090576172,9.757257461547852,315584100
32,11/09/2005,9.67642593383789,9.71696662902832,9.460209846496582,9.488238334655762,418257324
33,11/10/2005,9.468467712402344,9.793543815612793,9.445195198059082,9.787286758422852,364782852
34,11/11/2005,9.887887954711914,9.932432174682617,9.73098087310791,9.769769668579102,282273444
35,11/14/2005,9.812812805175781,9.96546459197998,9.79804801940918,9.934184074401855,312003684
36,11/15/2005,9.869368553161621,9.934934616088867,9.783534049987793,9.829830169677734,344651004
37,11/16/2005,9.914915084838867,9.981230735778809,9.8626127243042,9.963713645935059,347460192
38,11/17/2005,10.055054664611816,10.105355262756348,9.998248100280762,10.096345901489258,368119512
39,11/18/2005,10.097347259521484,10.122623443603516,10.006256103515625,10.015265464782715,280742976
40,11/21/2005,9.989238739013672,10.259759902954102,9.847097396850586,10.244243621826172,412990596
41,11/22/2005,10.226475715637207,10.443193435668945,10.165916442871094,10.422171592712402,383456160
42,11/23/2005,10.43643569946289,10.628628730773926,10.404905319213867,10.58208179473877,402996600
43,11/25/2005,10.655155181884766,10.72947883605957,10.643142700195312,10.726225852966309,193410396
44,11/28/2005,10.756256103515625,10.791791915893555,10.571572303771973,10.5975980758667,439895664
45,11/29/2005,10.622121810913086,10.670671463012695,10.06356430053711,10.098599433898926,858972168
46,11/30/2005,10.116617202758789,10.221470832824707,9.89889907836914,10.132883071899414,623240136
47,12/01/2005,10.240240097045898,10.396395683288574,10.217467308044434,10.3626127243042,389406204
48,12/02/2005,10.433934211730957,10.498748779296875,10.356857299804688,10.452953338623047,301438260
49,12/05/2005,10.43543529510498,10.447948455810547,10.117116928100586,10.15640640258789,411164424
50,12/06/2005,10.227727890014648,10.420671463012695,10.052553176879883,10.123623847961426,604406988
51,12/07/2005,10.164163589477539,10.177678108215332,9.985235214233398,10.115615844726562,466169364
52,12/08/2005,10.142642974853516,10.276527404785156,10.076075553894043,10.276527404785156,356043600
53,12/09/2005,10.385384559631348,10.404905319213867,10.224224090576172,10.240240097045898,305430264
54,12/12/2005,10.376126289367676,10.390641212463379,10.25900936126709,10.325575828552246,277725996
55,12/13/2005,10.322822570800781,10.46045970916748,10.301301002502441,10.447697639465332,326225448
56,12/14/2005,10.43643569946289,10.503753662109375,10.397647857666016,10.48448371887207,264950784
57,12/15/2005,10.488238334655762,10.589089393615723,10.42292308807373,10.574323654174805,241590168
58,12/16/2005,10.644144058227539,10.823323249816895,10.579328536987305,10.764514923095703,652566780
59,12/19/2005,10.815815925598145,11.16641616821289,10.513262748718262,10.625625610351562,876594528
60,12/20/2005,10.707206726074219,10.815815925598145,10.627376556396484,10.754254341125488,402984612
61,12/21/2005,10.849599838256836,10.932432174682617,10.528278350830078,10.66891860961914,448427124
62,12/22/2005,10.805054664611816,10.832331657409668,10.65890884399414,10.811812400817871,301562136
63,12/23/2005,10.81456470489502,10.823323249816895,10.730230331420898,10.78403377532959,183620196
64,12/27/2005,10.807307243347168,10.807307243347168,10.579580307006836,10.626626968383789,267843888
